2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
1.0479306538070677E-13 3.856439711919539E-14 
2.767130767630729E-13 8.510634273797703E-15 
2.767130767630729E-13 8.510634273797703E-15 
1.0479306538070677E-13 3.856439711919539E-14 
