3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
4.042203406429938E-15 3.1955640134786627E-13 
3.8370599710320835E-13 1.4759752654581152E-15 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
4.042203406429938E-15 3.1955640134786627E-13 
1.200863576776424E-13 7.385095650647628E-14 
3.8370599710320835E-13 1.4759752654581152E-15 
